id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
11532,20 Min to centre (5km) / airport 30 min,103100241,Ed,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33043,-6.33342,Private room,84,1,197,2024-07-28,3.32,5,103,45
36950,Charming Pheonix Parkside Flat,68903153,Michael,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34232039,-6.33897411,Entire home/apt,120,14,10,2024-08-09,1.13,4,345,10
40176,Spacious Double Room,333688323,Kari Helene,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34016005,-6.338152281,Private room,90,29,10,2024-01-29,0.52,1,137,2
42037,private room / 20 min to Centre (5km) & 30 airport,103100241,Ed,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32865073,-6.333095031,Private room,101,1,2,2024-07-23,0.43,5,252,2
43280,Welcome to Camac Studio,7496064,Conor,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3376216,-6.3229086,Entire home/apt,120,2,2,2024-09-01,2,1,84,2
44077,Modern 1 bedroom guest house with free parking,9871514,Mareesa And Evan,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33843,-6.33038,Entire home/apt,134,1,174,2024-09-06,5.7,2,315,60
46062,Drimnagh  2 bed,102734317,Michael,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33271,-6.3235,Entire home/apt,235,2,29,2024-08-27,0.75,10,259,1
46998,Nice apartment close luas line,525114817,Richard,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33233,-6.34597,Entire home/apt,156,7,1,2024-08-25,1,1,178,1
100617,Lovely one bed apartment overlooking the Liffey.,66234163,Cathal,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34606,-6.33873,Entire home/apt,120,3,4,2024-08-21,0.15,1,68,1
117022,"The ""Michael Collins"" apartment",790601,Timothy,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33744,-6.32363,Entire home/apt,239,3,83,2024-06-13,0.54,4,187,4
150195,Comfy home near Dublin city,421781660,Paul,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32700621,-6.322729027,Private room,75,1,1,2024-09-08,1,1,359,1
162809,Single room next to the phoenix,569292709,Tunahan,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34246,-6.32992,Private room,105,1,1,2024-08-04,0.75,1,11,1
165828,Lovely 2 bed apartment in Temple Bar - City Centre,391805884,Dublin Dream,Dublin City Council,South East Inner City LEA-5,53.34488,-6.26468,Entire home/apt,271,3,171,2024-09-07,4.79,7,167,70
165829,Cozy & Central 2 bed,177833932,Anna,Dublin City Council,South East Inner City LEA-5,53.34526,-6.26611,Entire home/apt,300,4,6,2024-03-10,0.45,16,90,4
195824,Cosy 2 bedroom apt in Temple Bar - City Centre,391805884,Dublin Dream,Dublin City Council,South East Inner City LEA-5,53.3444,-6.26493,Entire home/apt,279,3,161,2024-08-26,4.54,7,181,66
201916,Drury Court Hotel- Super central Dublin hotel,256945665,Drury,Dublin City Council,South East Inner City LEA-5,53.34191,-6.26325,Private room,258,1,3,2023-04-04,0.08,8,328,0
202258,Drury Court Hotel- Super central Dublin hotel,256945665,Drury,Dublin City Council,South East Inner City LEA-5,53.34034,-6.26509,Private room,286,1,7,2024-08-17,0.23,8,331,1
214020,Temple Bar Duplex 3 Bed/2Bath Apt,234243,Johnny,Dublin City Council,South East Inner City LEA-5,53.3455,-6.26206,Private room,628,2,65,2024-08-10,0.98,38,246,12
225798,Lovely 1 BR Apt. with Canal View,456429109,Ece,Dublin City Council,South East Inner City LEA-5,53.3416,-6.23484,Entire home/apt,150,4,9,2024-07-07,0.65,1,103,5
226219,Apartment in Dublin 4,505329584,Leevin,Dublin City Council,South East Inner City LEA-5,53.3422377,-6.2361885,Entire home/apt,129,7,5,2024-08-28,0.4,11,108,4
242628,City Centre 2BdRoom Flat,396643490,Nekesa,Dublin City Council,South East Inner City LEA-5,53.34244,-6.23605,Entire home/apt,190,1,1,2024-07-26,0.63,1,113,1
247289,City Center Dublin 2,40101411,Douglas,Dublin City Council,South East Inner City LEA-5,53.34096,-6.26611,Private room,97,2,13,2024-08-30,0.12,2,34,12
248246,2BR charming Apt beside Merrion Sq,264430227,Mary,Dublin City Council,South East Inner City LEA-5,53.34055,-6.24578,Entire home/apt,132,14,77,2024-03-27,1.2,1,254,3
253448,Parkside Georgian 1 Bed,112062166,Gav And Trisha,Dublin City Council,South East Inner City LEA-5,53.33353708,-6.256079972,Entire home/apt,150,14,1,2024-07-01,0.41,37,88,1
253453,Luxury 2 Bed Apt near Trinity & Grafton Street.,92019084,Rachael,Dublin City Council,South East Inner City LEA-5,53.34491,-6.24771,Entire home/apt,165,20,46,2019-07-21,0.48,2,74,0
253455,Stunning city centre apt with balcony,430187374,Mark,Dublin City Council,South East Inner City LEA-5,53.33700986,-6.263847445,Entire home/apt,159,14,14,2024-08-22,0.83,16,55,13
265731,Stunning spacious corporate 2 bed in city centre,430187374,Mark,Dublin City Council,South East Inner City LEA-5,53.33751,-6.26467,Entire home/apt,274,14,25,2024-08-22,1.82,16,59,24
271292,Spacious  Apt in Heart of City Ctr,856312,Danielle,Dublin City Council,South East Inner City LEA-5,53.33508,-6.26883,Entire home/apt,147,2,256,2024-09-07,2.53,1,200,34
271298,Temple Bar Bridge House 3,69683252,Daniel And G,Dublin City Council,South East Inner City LEA-5,53.34564,-6.26209,Entire home/apt,207,4,130,2024-08-20,1.69,97,176,22
271307,Exclusive Georgian Townhouse,11500908,Meagan,Dublin City Council,South East Inner City LEA-5,53.34171,-6.25789,Entire home/apt,1071,2,24,2024-09-06,5.41,2,287,24
275265,Spacious 1 Bed Apt in the heart of the city centre,234243,Johnny,Dublin City Council,South East Inner City LEA-5,53.34533,-6.25725,Entire home/apt,275,4,5,2024-08-13,1.38,38,207,5
275281,Central 3 bedrooms Aung,177833932,Anna,Dublin City Council,South East Inner City LEA-5,53.34144232,-6.264454168,Entire home/apt,384,5,9,2024-07-01,0.79,16,265,9
275282,Luxury&Spacious& Elegant-Steps away from TempleBar,392329767,Musa,Dublin City Council,South East Inner City LEA-5,53.34469,-6.26552,Entire home/apt,261,1,7,2024-09-02,3.39,1,157,7
278453,Amazing City Centre Apartment,112062166,Gav And Trisha,Dublin City Council,South East Inner City LEA-5,53.34023,-6.26805,Entire home/apt,450,4,1,2024-06-30,0.4,37,269,1
292757,4 Bed 2 Bath City Centre,66948631,Luis & Gavin,Dublin City Council,South East Inner City LEA-5,53.34073,-6.26655,Entire home/apt,1000,3,2,2024-06-25,0.34,24,263,2
297172,Chic City Centre Condo 1 bedroom,66948631,Luis & Gavin,Dublin City Council,South East Inner City LEA-5,53.34228,-6.26477,Entire home/apt,210,4,39,2024-08-26,1.45,24,87,4
297784,Drury Court Hotel- super central Dublin hotel,256945665,Drury,Dublin City Council,South East Inner City LEA-5,53.34072,-6.26354,Private room,321,1,2,2020-02-18,0.03,8,332,0
302554,"Great City Centre Location, Standard Single Room",271780288,Dublin Citi Hotel,Dublin City Council,South East Inner City LEA-5,53.34487,-6.26454,Private room,203,1,40,2024-08-28,0.83,3,308,15
302634,Ensuite Twin Room,576638251,GuoQing,Dublin City Council,South East Inner City LEA-5,53.34377,-6.26222,Private room,137,1,23,2024-09-11,8.85,7,138,23
303458,Sonder at Britain Quay | Spacious 2BR w/ Balcony,264806441,Sonder (Dublin),Dublin City Council,South East Inner City LEA-5,53.34496,-6.23398,Entire home/apt,581,14,8,2024-08-11,0.14,8,297,2
337170,Cosy Double Room by Temple Bar,48885317,Lou,Dublin City Council,South East Inner City LEA-5,53.34413,-6.26931,Private room,150,2,19,2024-08-29,5.18,2,143,19
365854,Best located accommodation,594966837,Munkhbayasgalan,Dublin City Council,South East Inner City LEA-5,53.34300584,-6.270778413,Private room,80,1,4,2024-08-31,4,1,36,4
367423,"3 Bedroom Modern House in Ringsend, Dublin 4",29619359,John,Dublin City Council,South East Inner City LEA-5,53.34119,-6.23477,Entire home/apt,197,1,24,2024-08-27,1.45,7,3,13
368526,Luxury 3 bedroom apartment in Grand Canal Dock,119659890,Niels,Dublin City Council,South East Inner City LEA-5,53.34501,-6.23384,Entire home/apt,500,3,7,2024-05-08,0.83,1,10,7
374792,a unique property in Portobello,23633135,David,Dublin City Council,South East Inner City LEA-5,53.33070018,-6.275121532,Entire home/apt,116,1,68,2024-08-28,9.49,1,316,68
382831,Silicon Dock Triplex Suite,456776147,Renata,Dublin City Council,South East Inner City LEA-5,53.34106,-6.23343,Entire home/apt,275,14,2,2024-06-16,0.38,3,16,2
394851,Docklands 1 bed,3846772,Sag,Dublin City Council,South East Inner City LEA-5,53.34322,-6.23512,Entire home/apt,118,7,1,2023-12-25,0.11,24,8,1
410157,The Benson Two by Dublin At Home,162402361,Ian,Dublin City Council,South East Inner City LEA-5,53.34403,-6.23513,Entire home/apt,179,14,1,2024-08-15,1,68,307,1
412070,Docklands 1 bed,3846772,Sag,Dublin City Council,South East Inner City LEA-5,53.34169376,-6.234378166,Entire home/apt,119,7,3,2024-01-07,0.19,24,9,2
414684,Bright airy studio apartment,18801526,Carmel,Dublin City Council,South East Inner City LEA-5,53.3425,-6.23377,Entire home/apt,110,15,155,2024-08-24,1.5,2,43,2
419987,Modern house in Docklands - 20% discount per month,18152416,Fat Cat,Dublin City Council,South East Inner City LEA-5,53.34005,-6.23484,Entire home/apt,150,14,138,2024-08-31,1.3,2,266,7
421225,Spacious 1 Bedroom in Dublin City with nice view,485934870,Pat,Dublin City Council,South East Inner City LEA-5,53.34019,-6.23276,Entire home/apt,200,2,5,2023-09-11,0.23,1,50,0
422342,The Benson Two by Dublin At Home,162402361,Ian,Dublin City Council,South East Inner City LEA-5,53.34416,-6.23467,Entire home/apt,179,14,4,2024-05-09,0.69,68,295,4
424596,Stunning 1 bedroom in Merrion Square,551624167,Urban Stays,Dublin City Council,South East Inner City LEA-5,53.33753,-6.24593,Entire home/apt,191,3,1,2024-02-27,0.15,2,96,1
426326,Stunning 1 bedroom appartment in Grand Cannal,167567359,Nour,Dublin City Council,South East Inner City LEA-5,53.34005,-6.23446,Entire home/apt,200,5,22,2024-09-03,0.83,1,17,6
427077,Incredible Views of Grand Canal from all the Rooms,20921738,Gaurav,Dublin City Council,South East Inner City LEA-5,53.34282,-6.23573,Entire home/apt,186,14,7,2024-08-23,2.59,1,56,7
427495,Charming cottage with a cat,199481647,Béatrice,Dublin City Council,South East Inner City LEA-5,53.34013937,-6.235095263,Entire home/apt,90,2,2,2024-08-05,1.13,1,4,2
433249,Best Location Luxury Penthouse style Apt.,126495480,Daniel,Dublin City Council,South East Inner City LEA-5,53.34509,-6.23442,Entire home/apt,279,14,134,2024-08-02,1.51,10,346,9
434183,Stylish Studio Apartment in Dublin 4,483024454,Lucas,Dublin City Council,South East Inner City LEA-5,53.34080715,-6.234335541,Entire home/apt,152,14,10,2024-07-29,2.88,60,244,10
434412,"Bright, modern apartment in Grand Canal Dock",5282144,Cathal,Dublin City Council,South East Inner City LEA-5,53.34274,-6.23457,Entire home/apt,202,4,30,2022-10-02,0.33,1,20,0
434522,Comfortable 3-Bedroom Dublin Home w/ Free Parking,8116979,Veasna,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33111077,-6.313505609,Entire home/apt,244,2,2,2024-09-01,2,9,97,2
440599,Ensuite- 20 min to centre (5km) / airport 30 min,103100241,Ed,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33029,-6.33307,Private room,84,1,264,2024-09-03,4.22,5,99,61
449170,City bedroom with en-suite,3388689,John,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33436277,-6.330046131,Private room,78,2,18,2024-08-19,3.55,2,79,18
451611,"Loft with extra bed, private en-suite and sauna",3388689,John,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33587,-6.33147,Private room,99,2,72,2024-08-19,2.34,2,126,22
454676,Quiet and clean house,22934196,Virginia,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33453,-6.32955,Private room,85,1,33,2024-09-01,2.58,1,111,27
468082,Cosy Redbrick Home,6515833,Michelle,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33574,-6.33248,Entire home/apt,100,3,6,2024-04-06,0.51,1,100,6
469646,2 bed apt 10 mins from Dublin city centre,534139875,William,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3492399,-6.3451024,Entire home/apt,230,2,4,2024-09-01,4,1,249,4
481067,Double room in a cosy terreced home.,551829696,Phillip,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3298809,-6.323958876,Private room,85,1,39,2024-09-10,4.74,1,208,39
490602,Detty’s Cottage.,91612149,Eileen,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34322,-6.36697,Entire home/apt,83,2,49,2024-09-05,0.5,1,253,22
491554,Cozy 2-Bed Near Dublin’s Charm,302884614,Jojo,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34005,-6.33796,Private room,100,2,29,2024-09-02,3.06,3,96,29
500432,Soul in Dublin (25 mins to city & airport),566164556,Donal,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32874983,-6.332817088,Private room,81,2,32,2024-09-05,5.33,1,27,32
522667,Riverside modern gem in Dublin,574242889,Krzysztof,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34791,-6.34598,Entire home/apt,213,3,2,2024-08-28,2,1,128,2
525783,Riverside modern gem in Dublin,58505443,Krzysztof,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3479561,-6.345984,Entire home/apt,195,3,6,2024-09-01,5.14,3,16,6
526767,Audrey's House.,493251138,Audrey,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33929749,-6.343400089,Private room,85,2,25,2024-09-07,1.88,1,157,22
535706,Citysuburb,93866099,Gerald,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33662644,-6.329674311,Entire home/apt,140,2,5,2024-09-01,2.78,1,300,5
539116,Apartment on Dublins edge,278915826,Patrick,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3328825,-6.376604231,Entire home/apt,108,15,4,2024-08-16,0.29,1,263,3
565261,"Cosy, cheerful townhouse surrounded by parks",6515831,Elaine,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34335,-6.32954,Entire home/apt,100,6,4,2024-08-17,0.15,2,13,1
585869,Home in Dublin,502498895,Daniel,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3289298,-6.3187235,Entire home/apt,170,3,27,2023-11-20,1.57,2,5,8
587218,Cozy 1 Bed Dublin 12,12766787,Mark,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33107,-6.31432,Entire home/apt,170,2,16,2024-09-09,2.89,1,257,16
595030,Riverside Tranquility in Dublin!,61549391,Peter,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34974,-6.34675,Entire home/apt,180,3,110,2024-09-06,1.08,1,169,11
598494,Adorable 2 Bedroom Log Cabin,92009806,Gavin,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32279,-6.334,Entire home/apt,120,14,9,2024-03-21,0.26,1,66,2
599628,Light filled spacious family home,7996626,Fiona,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.3393,-6.3307,Entire home/apt,375,2,35,2024-08-18,0.31,1,340,3
608412,Drimnagh - 3 bedrooms,7069462,Micheal,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33197,-6.32468,Entire home/apt,208,2,123,2024-08-26,1.11,16,236,13
631270,"""Parnell"" studio, Kilmainham",790601,Timothy,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33761,-6.32431,Entire home/apt,125,3,34,2023-04-28,0.28,4,202,0
632687,5km to Centre 20 min & Airport 30 min,103100241,Ed,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32232,-6.32784,Entire home/apt,340,2,3,2024-08-19,0.94,5,237,3
644661,Dublin Eco Home,7354515,Serena,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.31882,-6.31644,Entire home/apt,664,5,18,2024-05-22,0.25,1,106,1
652198,sunny duplex,527629512,Gordon,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33661057,-6.381667845,Entire home/apt,450,3,23,2024-09-08,1.68,1,270,17
652386,Drimnagh 3 Bed,102734317,Michael,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33286,-6.32573,Entire home/apt,258,2,25,2024-03-11,0.81,10,236,2
654589,GuestReady - Charming house in Drimnagh,574171170,Samantha,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32928,-6.32267,Entire home/apt,225,1,6,2024-08-10,1.43,1,79,6
658697,Pádraig Pearse apt. Kilmainham,790601,Timothy,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33744,-6.32363,Entire home/apt,197,3,76,2023-12-28,0.48,4,182,1
659432,GuestReady - Restful stay in Drimnagh,545741456,Johnny,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32507,-6.32422,Entire home/apt,220,1,29,2024-08-28,2.92,1,306,29
663649,Modern Gated 5 Bed Apartment close to Luas Line,477926776,Lorraine,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32985222,-6.340009198,Entire home/apt,535,2,60,2024-09-01,2.46,3,225,28
663920,Modern Gated 5 Bedroom Duplex,477926776,Lorraine,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32898798,-6.3388815,Entire home/apt,641,2,35,2024-09-08,2.28,3,216,26
665500,Real Irish Row House next to Phoenix Park ☆☆☆☆☆,194540146,Delaney Family,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34931,-6.34536,Entire home/apt,156,2,67,2024-08-26,0.88,1,165,8
668817,"'Grace Gifford' cottage, Kilmainham",790601,Timothy,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33744,-6.32363,Entire home/apt,193,3,36,2024-05-03,0.24,4,174,1
686015,Tranquil Retreat in Historic Chapelizod,309533121,Colm,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34629,-6.34043,Entire home/apt,259,1,3,2024-04-06,0.46,5,327,3
688267,Spacious Family Home Close to City Centre,9871514,Mareesa And Evan,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33962,-6.32774,Entire home/apt,450,4,7,2024-08-04,0.12,2,76,2
690119,Modern Courtyard Apartment,477926776,Lorraine,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32915,-6.339986,Entire home/apt,661,2,47,2024-08-25,2.59,3,112,27
701759,GuestReady - Tranquil retreat in Chapelizod,487541881,Nathan,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34905,-6.34579,Entire home/apt,170,1,16,2024-08-25,2.79,1,217,16
715205,Drimnagh - 2 Bedrooms,7069462,Micheal,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33197,-6.32468,Entire home/apt,190,3,78,2024-08-24,0.71,16,259,11
720968,Double Room in Dublin 10,43213502,Sara,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.34103258,-6.351943366,Private room,95,2,16,2024-09-11,1.3,1,250,15
724794,Bring a cheeky rascal - pet friendly,14160665,Eddie,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33755474,-6.326969611,Private room,75,1,2,2024-05-27,0.51,1,158,2
726011,"Single room, comfy, clean",532219941,Maria,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33052679,-6.314555995,Private room,100,1,1,2024-08-24,1,1,363,1
726075,Close to everywhere in Dublin,536650375,Joel,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33646,-6.33573,Private room,100,1,2,2023-10-29,0.17,2,269,2
726102,"Single room
For student/travel",536650375,Joel,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.33469479,-6.332433991,Private room,100,1,2,2023-10-15,0.17,2,255,2
726103,The Benson Two by Dublin At Home,162402361,Ian,Dublin City Council,South East Inner City LEA-5,53.34393,-6.23471,Entire home/apt,196,35,2,2024-08-24,0.73,68,313,2
726104,The Benson One by Dublin At Home,162402361,Ian,Dublin City Council,South East Inner City LEA-5,53.34401,-6.23431,Entire home/apt,191,14,4,2024-08-12,0.61,68,302,4
726105,Central one bedroom apartment in Dublin 2,226887931,Shane,Dublin City Council,South East Inner City LEA-5,53.34554318,-6.254820035,Entire home/apt,222,3,81,2024-09-04,3.32,1,90,44
726107,Sonder at Britain Quay | 1BR Apartment w/ Balcony,264806441,Sonder (Dublin),Dublin City Council,South East Inner City LEA-5,53.34496,-6.23383,Entire home/apt,208,1,40,2024-06-14,0.72,8,309,9
736896,Private & relaxed en suite room -Grand Canal Docks,28453791,Sinead,Dublin City Council,South East Inner City LEA-5,53.34441,-6.23623,Private room,85,1,215,2024-08-30,2.44,1,3,39
741500,Beautiful city central apartment,424804154,Yvette,Dublin City Council,South East Inner City LEA-5,53.34170736,-6.269451343,Private room,165,2,1,2024-06-23,0.37,1,174,1
742656,Sonder at Britain Quay | 2BR Apartment w/ Balcony,264806441,Sonder (Dublin),Dublin City Council,South East Inner City LEA-5,53.34504,-6.23549,Entire home/apt,268,1,15,2024-07-23,0.27,8,298,8
745410,Peerless one bed Unique Apartment,27891126,Bernard,Dublin City Council,South East Inner City LEA-5,53.34409,-6.23609,Entire home/apt,421,3,90,2024-09-06,0.84,1,149,3
759690,Grand Canal Dock Waterfront Luxury with Balcony,100055574,John,Dublin City Council,South East Inner City LEA-5,53.34256,-6.2359,Entire home/apt,455,3,90,2024-09-06,1.23,2,215,41
778534,The Benson Two by Dublin At Home,162402361,Ian,Dublin City Council,South East Inner City LEA-5,53.34388,-6.23314,Entire home/apt,179,14,1,2024-07-27,0.64,68,310,1
801976,The Benson Two by Dublin At Home,162402361,Ian,Dublin City Council,South East Inner City LEA-5,53.34586,-6.23483,Entire home/apt,196,35,2,2024-08-12,0.5,68,327,2
819973,Camden Row Period Hse (2 double rooms) BnB only,35324357,Susan,Dublin City Council,South East Inner City LEA-5,53.33676,-6.26899,Private room,265,2,41,2024-09-03,1.25,2,299,17
832165,Modern 1 bed apartment in Grand Canal Square,234243,Johnny,Dublin City Council,South East Inner City LEA-5,53.34404,-6.23513,Entire home/apt,224,3,5,2023-04-10,0.2,38,3,0
847801,"Private Single room Dublin , 5mins from Temple bar",274488679,Jonathon,Dublin City Council,South East Inner City LEA-5,53.34438,-6.27178,Private room,85,1,3,2023-03-19,0.14,1,126,0
858865,Prime Dublin Stay: Spacious Apartment,143488126,Yara,Dublin City Council,South East Inner City LEA-5,53.3445743,-6.236378433,Entire home/apt,186,2,10,2024-08-26,2.19,1,15,10
868726,Period townhouse with a contemporary Irish design,33718648,Aisling,Dublin City Council,South East Inner City LEA-5,53.34133,-6.2444,Entire home/apt,350,14,19,2024-06-27,0.31,1,106,1
872539,Newly renovated 2 bed Riverside,69683252,Daniel And G,Dublin City Council,South East Inner City LEA-5,53.34436934,-6.235551065,Entire home/apt,334,5,2,2024-03-24,0.24,97,266,2
874216,Spacious city centre apartment,88139601,Peter,Dublin City Council,South East Inner City LEA-5,53.33830164,-6.255763978,Entire home/apt,200,10,3,2024-07-12,0.65,9,230,3
881211,Apartment in Dublin,45198823,Rachel,Dublin City Council,South East Inner City LEA-5,53.3419949,-6.2350803,Entire home/apt,200,3,4,2024-08-26,1.64,1,324,4
884737,"Centrally located, comfy 2-bed 2-bath apt",28956523,Nira,Dublin City Council,South East Inner City LEA-5,53.34004,-6.23398,Entire home/apt,254,4,3,2024-08-05,0.83,1,13,3
891328,"New 1 bed 5 Star Apt , Superb City Centre Location",88139601,Peter,Dublin City Council,South East Inner City LEA-5,53.33999091,-6.257069113,Entire home/apt,210,15,5,2024-09-09,4.69,9,179,5
891525,Georgian Elegance - Dublin2. Near Grand Canal Dock,127984226,Jonothan,Dublin City Council,South East Inner City LEA-5,53.34457341,-6.242068693,Entire home/apt,180,1,12,2024-08-20,1.24,18,250,12
922316,Aviva & 3area stay,475089451,Suhair,Dublin City Council,South East Inner City LEA-5,53.34449,-6.23555,Entire home/apt,300,2,6,2023-10-08,0.33,2,11,2
922425,Comfy 2 Bed Condo Stephens Green,69683252,Daniel And G,Dublin City Council,South East Inner City LEA-5,53.33316175,-6.25848368,Entire home/apt,250,4,23,2024-08-15,1.11,97,253,10
945229,Spacious 2 bedroom apt near Trinity College (Y),52644078,Joanne,Dublin City Council,South East Inner City LEA-5,53.34629,-6.25499,Entire home/apt,191,14,209,2024-08-28,2.56,4,242,16
961719,The Tailor's Room - Boutique Pad in Central Dublin,8116979,Veasna,Dublin City Council,South East Inner City LEA-5,53.33891,-6.25701,Entire home/apt,186,2,185,2024-08-25,4.64,9,64,42
997630,City Centre Newly Refurbed House with Terrace!,447722846,Keith,Dublin City Council,South East Inner City LEA-5,53.33912,-6.24415,Entire home/apt,1200,1,6,2023-10-29,0.2,1,5,1
997648,Comfy nest in Portobello,131977253,Stefan&James,Dublin City Council,South East Inner City LEA-5,53.33299,-6.27105,Entire home/apt,113,2,108,2024-08-24,3.92,5,22,55
1001200,Fantastic 2BD apt in THE best location in Dublin,556879918,Matt,Dublin City Council,South East Inner City LEA-5,53.33330755,-6.256490517,Entire home/apt,263,2,13,2024-06-26,1.94,1,83,13
1018553,Two storey terraced house with mezzanine loft bed,63689596,Emma,Dublin City Council,South East Inner City LEA-5,53.3445,-6.24904,Entire home/apt,259,3,55,2024-09-01,0.56,1,335,7
1020606,Shared apart in the heart of Dublin,126802516,Nadja,Dublin City Council,South East Inner City LEA-5,53.34086,-6.26714,Private room,96,1,5,2024-09-09,2,2,15,5
1041235,Sunny Double Bedroom in Dublin 8,483024454,Lucas,Dublin City Council,South East Inner City LEA-5,53.33235,-6.26673,Private room,97,5,4,2024-09-08,4,60,113,4
1059846,NEW Central Townhouse - Georgian Qtr,11500908,Meagan,Dublin City Council,South East Inner City LEA-5,53.33631153,-6.253639385,Entire home/apt,214,3,75,2024-09-05,5.18,2,222,61
1072835,Spacious apartment in the heart of Camden Street,182281810,Maria,Dublin City Council,South East Inner City LEA-5,53.3354859,-6.265388466,Entire home/apt,250,1,5,2024-09-02,1.83,1,260,5
1073487,Luxury George's Street apartment (city centre),27472241,Colin,Dublin City Council,South East Inner City LEA-5,53.34321,-6.26549,Private room,137,3,190,2024-08-11,2.21,8,292,15
1081708,"Ensuite Room with double bed, desk in City center",74965613,Vic,Dublin City Council,South East Inner City LEA-5,53.3306453,-6.26031,Private room,94,3,34,2024-08-26,1.35,2,54,24
1086416,SOUTH CITY - Comfy & Creative Home in Foodie Area,44087607,Natalie,Dublin City Council,South East Inner City LEA-5,53.3317,-6.26554,Private room,129,2,259,2024-08-28,3.49,1,140,40
1093926,Luxury Studio with roof top (city centre)+,27472241,Colin,Dublin City Council,South East Inner City LEA-5,53.3427,-6.26185,Private room,172,3,157,2024-08-15,1.83,8,291,21
1104045,Dublin 2 townhouse,12061306,Maeve,Dublin City Council,South East Inner City LEA-5,53.34167,-6.26256,Private room,118,1,1,2024-09-08,1,1,155,1
1110061,Luxury George Street's apartment (City Centre)+.,27472241,Colin,Dublin City Council,South East Inner City LEA-5,53.34213,-6.2633,Private room,137,3,168,2024-08-12,2.01,8,294,15
1110283,Camden Central. Dublin at your door,3888023,Daragh,Dublin City Council,South East Inner City LEA-5,53.33387,-6.26429,Private room,80,2,468,2024-08-18,3.63,2,78,35
1118835,Bright Studio Apartment in Dublin 8,483024454,Lucas,Dublin City Council,South East Inner City LEA-5,53.33114158,-6.264701988,Private room,101,14,5,2024-09-06,5,60,110,5
1141237,Discount for long stay |  Dublin 2 double room,576727407,卓霖,Dublin City Council,South East Inner City LEA-5,53.34613,-6.25536,Private room,83,2,3,2024-08-11,1.55,4,67,3
