id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
25436464,Lower Gate Street House,189894681,Margaret,Tipperary County Council,Cashel-Tipperary LEA-7,52.51623,-7.89277,Private room,94,1,412,2024-09-09,5.37,2,300,104
25439218,Castle Ivy Lodge Trad Look with contemporary style,74954062,Castle,Tipperary County Council,Cashel-Tipperary LEA-7,52.51954,-7.88918,Entire home/apt,185,7,16,2024-08-30,0.41,1,358,6
25439422,"Kingstown Chalets.Quiet, private country setting",209511273,Steven,Tipperary County Council,Cashel-Tipperary LEA-7,52.49797,-7.90489,Entire home/apt,110,1,72,2024-06-17,1.15,2,81,9
25442843,Peaceful stay in heart of Cashel,199900505,Caroline,Tipperary County Council,Cashel-Tipperary LEA-7,52.5160716,-7.8878384,Private room,110,1,1,2024-07-15,0.5,8,269,1
25455175,Peaceful stay in heart of Cashel,199900505,Caroline,Tipperary County Council,Cashel-Tipperary LEA-7,52.51679243,-7.888849347,Private room,110,1,1,2024-06-23,0.37,8,269,1
25455458,"""Almaber"" Lovely bungalow in a rural idyll.",407785661,Bernadette,Tipperary County Council,Cashel-Tipperary LEA-7,52.56572,-7.9087,Entire home/apt,140,2,32,2024-09-01,0.83,1,297,11
25461116,New 2 Bed Apartment near Cashel,194055975,Cornerstone,Tipperary County Council,Cashel-Tipperary LEA-7,52.49836641,-7.980822399,Entire home/apt,150,1,49,2024-08-23,3.64,1,255,41
25475346,Blath Cottage,523519029,Selina,Tipperary County Council,Carrick-on-suir  LEA-5,52.5107709,-7.6847215,Entire home/apt,85,1,102,2024-09-10,7.08,1,323,75
25481992,En-Suite Double Room overlooking Slievenamon,32595595,Mary,Tipperary County Council,Carrick-on-suir  LEA-5,52.47547,-7.62387,Private room,75,1,42,2024-08-11,0.38,2,348,5
25486288,Cozie Bed Breakfast single/small double. Bedroom 4,157113960,Theresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.46271,-7.70289,Private room,89,1,18,2023-08-26,0.47,6,253,0
25499465,The Farmhouse Barn,283445360,Mary,Tipperary County Council,Carrick-on-suir  LEA-5,52.48665,-7.63069,Entire home/apt,113,2,305,2024-08-23,4.92,1,56,36
25499477,Welcome to Killenaule in the Heart of Tipperary,427355702,John,Tipperary County Council,Carrick-on-suir  LEA-5,52.57383,-7.67604,Private room,80,1,11,2024-08-23,0.43,1,365,4
25502948,Cozie B&B. Bedroom 2,157113960,Theresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.46271,-7.70289,Private room,135,1,1,2023-11-02,0.09,6,253,1
25503731,The Lodge - Rural Tipperary bordering Kilkenny,310835509,Travelnest,Tipperary County Council,Carrick-on-suir  LEA-5,52.59464244,-7.54003113,Entire home/apt,120,1,113,2024-08-23,2.74,24,359,19
25504012,"Peggys Place, A cheerful townhouse.",426222757,Ross,Tipperary County Council,Carrick-on-suir  LEA-5,52.34538,-7.41148,Entire home/apt,159,2,17,2024-08-25,0.55,3,4,2
25506171,The Cave Hot Tub get away,350521998,Margo,Tipperary County Council,Carrick-on-suir  LEA-5,52.46349,-7.49475,Entire home/apt,95,2,77,2024-08-26,1.52,2,361,31
25508573,Cozy Room @ The little pink house,490698034,Shaunna,Tipperary County Council,Carrick-on-suir  LEA-5,52.61683929,-7.638734803,Private room,100,1,1,2024-07-26,0.61,2,364,1
25511335,‘Peg's Cottage'.,127129985,Teresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.47857844,-7.548596475,Entire home/apt,140,2,4,2024-08-25,3.64,1,25,4
25511747,Cozie Bed and Breakfast. Bedroom 3,157113960,Theresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.46271,-7.70289,Private room,135,1,6,2023-08-27,0.09,6,253,0
25512377,Katie's Cottage Retreat,181863540,David,Tipperary County Council,Carrick-on-suir  LEA-5,52.36674058,-7.505677827,Entire home/apt,160,2,3,2024-09-08,2.5,1,41,3
25515803,Clancy Brothers Homestead,160569469,Graham,Tipperary County Council,Carrick-on-suir  LEA-5,52.34637653,-7.411040677,Entire home/apt,120,1,12,2024-09-08,3.08,1,331,12
25516029,"Convent House Drangan Village, ideal weekly stay",163725529,Mairead,Tipperary County Council,Carrick-on-suir  LEA-5,52.517014,-7.58346,Entire home/apt,256,2,43,2024-07-22,1.11,1,323,14
25516252,Historic farmhouse  loft suite breakfast supplied,6009323,Margaret,Tipperary County Council,Carrick-on-suir  LEA-5,52.59731,-7.83197,Entire home/apt,100,1,207,2024-08-26,4.13,1,226,38
25530645,Dragons Rest Cabin in Tipperary (near Kilkenny),537896288,Patricia,Tipperary County Council,Carrick-on-suir  LEA-5,52.5451363,-7.5359272,Entire home/apt,130,2,13,2024-08-25,1.22,1,336,13
25531602,Cozy Tipperary Cottage Nestled in the Anner Valley,523452284,Richard,Tipperary County Council,Carrick-on-suir  LEA-5,52.4639234,-7.5235314,Entire home/apt,90,2,11,2024-08-26,3.24,1,171,11
25534980,Butler's by The Arch,426222757,Ross,Tipperary County Council,Carrick-on-suir  LEA-5,52.34489,-7.41239,Entire home/apt,180,2,6,2024-08-04,0.56,3,3,6
25542098,Carrick's Cozy Corner,426222757,Ross,Tipperary County Council,Carrick-on-suir  LEA-5,52.34695041,-7.410323247,Entire home/apt,155,2,9,2024-08-12,0.65,3,11,6
25542188,Kate's Barn. Quiet 19th Century Country Barn.,75327360,Katherine,Tipperary County Council,Carrick-on-suir  LEA-5,52.5548604,-7.4792985,Entire home/apt,84,2,123,2024-08-30,4.89,1,217,42
25554299,Traditional Irish Slate Cottage,16318861,Sylvia,Tipperary County Council,Carrick-on-suir  LEA-5,52.41352,-7.39197,Entire home/apt,100,1,19,2024-09-05,8.51,1,294,19
25555495,"Gap of Rathclarish -Annex, with private entrance.",392133215,Noreen,Tipperary County Council,Carrick-on-suir  LEA-5,52.40566,-7.43225,Entire home/apt,95,1,60,2024-09-09,1.92,1,339,22
25561296,Victorian Lodge in the Countryside near Cashel,79723290,Jo,Tipperary County Council,Carrick-on-suir  LEA-5,52.55097432,-7.824638795,Entire home/apt,110,2,81,2024-09-09,1.26,1,338,34
25572057,"Hotel Lane Townhouse, Carrick on Suir, Ireland",93560178,Gerry,Tipperary County Council,Carrick-on-suir  LEA-5,52.3448,-7.41322,Entire home/apt,99,2,165,2024-09-07,1.7,1,198,24
25574707,Peppardstown House,576060517,Nicola,Tipperary County Council,Carrick-on-suir  LEA-5,52.507713,-7.650843,Entire home/apt,175,3,3,2024-08-28,1.91,1,166,3
25578398,Croc an Óir - The Crock of Gold,34816098,John,Tipperary County Council,Carrick-on-suir  LEA-5,52.47961,-7.51697,Entire home/apt,400,2,106,2024-08-31,2.11,2,222,26
25578654,"Cozie Corner,  Fethard Town-house sleeps 10.",157113960,Theresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.46529,-7.6996,Entire home/apt,257,4,20,2024-04-11,0.27,6,148,3
25601812,The little pink house,490698034,Shaunna,Tipperary County Council,Carrick-on-suir  LEA-5,52.61685557,-7.638737117,Entire home/apt,142,1,10,2024-08-25,1.68,2,218,10
25623008,Cozie Corner short stays for family/groups,157113960,Theresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.46524,-7.69969,Entire home/apt,363,2,13,2024-08-18,0.26,6,148,3
25624074,Historical castle perfect for group stays,219395314,Eileen,Tipperary County Council,Carrick-on-suir  LEA-5,52.51826,-7.51361,Entire home/apt,1821,3,10,2024-07-20,0.25,1,363,1
25653005,Cozie Bed and Breakfast,157113960,Theresa,Tipperary County Council,Carrick-on-suir  LEA-5,52.46271,-7.70289,Private room,135,1,37,2024-08-04,0.48,6,253,7
25660711,lakelands house boat,28831994,Colm,Tipperary County Council,Newport LEA-4,52.89214,-8.35841,Entire home/apt,129,2,65,2024-08-27,4.37,3,334,41
25663560,""" New to Airbnb ""
Refurbished Home, Kilcommon",359045833,Siobhan,Tipperary County Council,Newport LEA-4,52.68081,-8.16042,Entire home/apt,240,2,18,2024-06-08,0.38,1,48,1
25680492,"4 Star Luxury 
In A  Scenic Village",12205750,Paul,Tipperary County Council,Newport LEA-4,52.79355621,-8.238155365,Entire home/apt,200,2,51,2024-07-07,0.41,2,2,5
25689974,The Manor 3rd Bedroom,184855120,Sharon,Tipperary County Council,Newport LEA-4,52.7026866,-8.4077378,Private room,125,1,1,2024-07-13,0.48,3,70,1
25698853,Jam Cottage - self-catering bed-sit,536416194,Jeanne,Tipperary County Council,Newport LEA-4,52.6931549,-8.3934843,Entire home/apt,79,1,30,2024-09-08,2.49,1,22,30
25700222,Pandora Cabin- A tranquil stay for all who visit.,368728088,Sandra,Tipperary County Council,Newport LEA-4,52.67882,-8.14978,Entire home/apt,76,2,241,2024-09-08,5,1,314,52
25709299,Spacious 4 Bedroom Townhouse - Ballina /Killaloe,59211746,Antoinette,Tipperary County Council,Newport LEA-4,52.80992,-8.43861,Entire home/apt,216,2,71,2024-08-25,1.39,1,71,16
25715645,Beautiful lakeside home,38737638,Emer,Tipperary County Council,Newport LEA-4,52.89351,-8.33364,Entire home/apt,407,2,191,2024-08-26,1.73,1,301,26
25717914,2 Bed Sandstone Residence,487397784,John,Tipperary County Council,Newport LEA-4,52.72575,-8.40165,Entire home/apt,120,1,150,2024-08-28,6.82,1,124,86
25719668,Ború suite in the Heart of the village,236688230,Juni,Tipperary County Council,Newport LEA-4,52.81349,-8.43555,Entire home/apt,135,3,63,2024-08-27,1.13,4,332,12
25720122,Cosy family home in the heart of Killaloe/Ballina,116353241,Robert,Tipperary County Council,Newport LEA-4,52.81428,-8.43308,Entire home/apt,125,2,71,2024-09-01,1.21,1,148,25
25722260,2 Bedroom Apt in the Heart of Ballina,476809966,Michael,Tipperary County Council,Newport LEA-4,52.81217,-8.43651,Entire home/apt,124,2,66,2024-09-06,3.02,3,70,39
25731923,Lakeview farm the magical blue way lough derg.,138654876,Catherine,Tipperary County Council,Newport LEA-4,52.89909,-8.37081,Entire home/apt,145,3,18,2024-08-26,0.81,1,312,8
25735336,The Farmhouse,78613365,Eileen Mary,Tipperary County Council,Newport LEA-4,52.71267882,-8.428902715,Entire home/apt,200,2,38,2024-09-06,6.26,2,233,38
25736560,"Cedar suites Modern,Stylish .5km to village.",236688230,Juni,Tipperary County Council,Newport LEA-4,52.84947,-8.42293,Entire home/apt,91,2,139,2024-08-30,2.12,4,350,27
25739881,Lake views from a cosy country cottage,184083555,Colette,Tipperary County Council,Newport LEA-4,52.904575,-8.345858,Entire home/apt,209,2,45,2024-09-01,1.16,1,155,16
25759529,2 Bedroom Apt in the Heart of Ballina,476809966,Michael,Tipperary County Council,Newport LEA-4,52.81169,-8.43627,Entire home/apt,112,2,58,2024-09-06,3.33,3,65,28
25774488,Enchanting Country Apartment,91098766,Grainne,Tipperary County Council,Newport LEA-4,52.71302245,-8.427636848,Entire home/apt,129,2,12,2024-09-07,2.45,2,346,12
25775630,Stunning Riverside Home - The Derg House,60892541,David,Tipperary County Council,Newport LEA-4,52.81326,-8.4468,Entire home/apt,300,2,109,2024-08-28,1.21,1,244,32
25779660,LakeLands harbour cabin,28831994,Colm,Tipperary County Council,Newport LEA-4,52.90655,-8.36697,Entire home/apt,129,2,167,2024-08-21,4.28,3,279,44
25780369,Lake View House Ballina/ Killaloe,187435179,Theresa,Tipperary County Council,Newport LEA-4,52.82154583,-8.437490224,Entire home/apt,131,2,243,2024-08-25,3.16,1,166,30
25795420,"Birdhill - Peace, Quiet, Space.",139048291,Sean,Tipperary County Council,Newport LEA-4,52.77981768,-8.402200204,Private room,86,1,20,2024-09-01,1.87,3,134,20
25796263,Beautiful Lakeview Home,122835066,Odharnait,Tipperary County Council,Newport LEA-4,52.90419,-8.34375,Entire home/apt,155,5,119,2024-08-31,1.37,1,116,21
25808491,House by Lough Derg & Mountains,487263266,Kieran,Tipperary County Council,Newport LEA-4,52.81341,-8.4429,Entire home/apt,316,2,35,2024-09-08,2.01,1,315,21
25809497,Luxury Apartment in Idyllic Lake View Setting,185602063,John,Tipperary County Council,Newport LEA-4,52.85845,-8.29009,Entire home/apt,121,1,109,2023-11-28,3.58,2,195,12
25809631,Snug beag,494646950,Cathal,Tipperary County Council,Newport LEA-4,52.81608067,-8.423508257,Entire home/apt,105,1,59,2024-09-09,8.23,1,237,59
25810287,Lakelands View Cabin,28831994,Colm,Tipperary County Council,Newport LEA-4,52.90656,-8.36851,Entire home/apt,129,2,234,2024-08-31,4.59,3,329,44
25821073,Lough Derg suite Bright stylish 5km near village,236688230,Juni,Tipperary County Council,Newport LEA-4,52.85013,-8.42295,Entire home/apt,90,2,97,2024-08-27,1.47,4,323,16
25821933,The loft Ballina Village 5km away,236688230,Juni,Tipperary County Council,Newport LEA-4,52.85047,-8.42381,Entire home/apt,85,2,36,2023-11-01,1.22,4,347,2
25823779,Luxurious penthouse with the best view in Cashel,433011791,Paul,Tipperary County Council,Cashel-Tipperary LEA-7,52.51988,-7.88604,Entire home/apt,160,2,162,2024-09-07,4.86,1,321,78
25826579,"Ach na Sheen Guesthouse, Tipperary",29549750,Sylvia,Tipperary County Council,Cashel-Tipperary LEA-7,52.47238,-8.15379,Entire home/apt,640,1,47,2024-07-08,0.41,1,353,2
25827109,Townhouse 44 - perfect for two! (no stairs),583849152,Lucy Blu,Tipperary County Council,Cashel-Tipperary LEA-7,52.51569814,-7.890689112,Entire home/apt,150,1,5,2024-09-09,2.83,2,174,5
25827243,Peaceful stay in heart of Cashel,199900505,Caroline,Tipperary County Council,Cashel-Tipperary LEA-7,52.5156174,-7.8867227,Private room,150,1,2,2024-05-05,0.43,8,269,2
25834712,Peaceful stay in heart of Cashel,199900505,Caroline,Tipperary County Council,Cashel-Tipperary LEA-7,52.51668728,-7.887531874,Private room,80,1,5,2024-08-27,0.79,8,268,5
25840131,Peaceful stay in heart of Cashel,199900505,Caroline,Tipperary County Council,Cashel-Tipperary LEA-7,52.5160716,-7.8878384,Private room,120,1,4,2024-08-01,1.62,8,219,4
25842267,The Laurels,565400165,Anamika,Tipperary County Council,Cashel-Tipperary LEA-7,52.54423369,-7.920085552,Private room,80,1,17,2024-08-11,2.85,1,88,17
25847433,Unique Upstairs Accommodation with Lake Views,270304494,James,Tipperary County Council,Newport LEA-4,52.88253,-8.35042,Entire home/apt,100,1,186,2024-09-01,2.92,1,341,38
25858875,Luxury house  - up to 12 guests. Lots of amenities,85576942,Piers,Tipperary County Council,Newport LEA-4,52.81884,-8.41497,Entire home/apt,330,3,34,2024-08-06,0.92,2,251,6
25860196,Family friendly luxurious home,63524676,Maria,Tipperary County Council,Newport LEA-4,52.79701542,-8.42730311,Entire home/apt,500,2,2,2024-08-12,0.16,2,263,1
25869891,5* Self Catering 1 Bed,115364179,Tom,Tipperary County Council,Newport LEA-4,52.83435305,-8.176520751,Entire home/apt,220,2,25,2024-08-25,2.29,2,331,25
25881470,Youngs Self Catering,57645725,Raymond,Tipperary County Council,Newport LEA-4,52.79486,-8.23908,Entire home/apt,220,5,27,2024-08-31,0.39,1,347,9
25881499,Lake view Studio Bedroom with private entrance,476499403,Deirdre,Tipperary County Council,Newport LEA-4,52.8333735,-8.4215699,Private room,121,1,61,2024-09-08,4.23,1,171,43
25886228,"Peaceful & Relaxing, Country Cottage",80572991,Edward,Tipperary County Council,Newport LEA-4,52.78533,-8.18532,Entire home/apt,101,4,112,2024-08-26,1.14,1,238,9
25889914,"Whitefort Lodge, Twin room",143974771,Sue,Tipperary County Council,Thurles LEA-5,52.63126,-7.90069,Private room,80,1,11,2024-08-25,0.15,5,180,2
25890536,"Whitefort Lodge B&B, Master En-Suite Room",143974771,Sue,Tipperary County Council,Thurles LEA-5,52.63135,-7.90116,Private room,90,1,9,2024-07-28,0.12,5,178,1
25902815,The Stable House - Beautiful 3 Bedroom Home,440296258,Rosaleen And Paul,Tipperary County Council,Thurles LEA-5,52.67496,-7.74387,Entire home/apt,300,1,159,2024-09-08,4.98,1,288,38
25904197,Thatch Cottage in Tipperary,53983250,Fraser,Tipperary County Council,Thurles LEA-5,52.63717533,-7.868328542,Entire home/apt,145,7,2,2024-08-06,1.07,1,364,2
25911419,Old world cottage - idyllic bolthole!,10764762,Marykate,Tipperary County Council,Thurles LEA-5,52.62648,-7.75739,Entire home/apt,180,2,45,2024-08-25,0.36,1,362,5
25915690,"Kitty's Cottage - Horse & Jockey, Cashel",208738817,T.J.,Tipperary County Council,Thurles LEA-5,52.61476227,-7.773736925,Entire home/apt,140,1,12,2024-09-08,2.61,1,179,12
25916070,Self Contained Flat in Thurles,92370926,Eoin,Tipperary County Council,Thurles LEA-5,52.66977,-7.80636,Entire home/apt,90,1,9,2024-06-12,0.45,1,64,1
25927490,Striking Tipperary Farmhouse,8824326,Deirdre,Tipperary County Council,Thurles LEA-5,52.69751,-7.95946,Entire home/apt,210,3,88,2024-07-27,0.79,1,331,14
25928307,"Charming 300yr old home in Littleton, Co. Tipp.",439472991,Jonathan,Tipperary County Council,Thurles LEA-5,52.63797,-7.73863,Entire home/apt,168,1,14,2024-07-28,0.46,1,342,4
25934039,"Whitefort Lodge B&B, Double room",143974771,Sue,Tipperary County Council,Thurles LEA-5,52.63239,-7.90166,Private room,80,1,11,2024-08-25,0.15,5,100,3
25940742,Whitefort Lodge B&B,143974771,Sue,Tipperary County Council,Thurles LEA-5,52.63136,-7.89799,Private room,80,1,8,2022-08-27,0.09,5,365,0
25941911,"Whitefort Lodge B&B, Double Room",143974771,Sue,Tipperary County Council,Thurles LEA-5,52.63104,-7.90101,Private room,80,1,25,2024-03-16,0.34,5,100,1
25954106,Maggie's Cottage,273317604,Kathleen,Tipperary County Council,Thurles LEA-5,52.67108,-8.06464,Entire home/apt,125,1,39,2024-09-07,0.63,1,308,13
25958373,Welcome to DC's Cottage,145350578,Joanne,Tipperary County Council,Thurles LEA-5,52.61397805,-7.901736906,Entire home/apt,120,2,5,2024-08-11,0.72,1,137,5
25959425,Hen House in the Hidden Heartlands of Tipperary,472065112,Mary,Tipperary County Council,Thurles LEA-5,52.70736,-7.7075,Entire home/apt,279,3,21,2024-08-23,0.82,1,257,9
25964565,"Killahara Castle - history, mystery agus welcomes",479660992,Tom,Tipperary County Council,Thurles LEA-5,52.71982,-7.86249,Entire home/apt,590,3,20,2024-08-27,1.29,1,351,15
25970971,"Inch House, Tipperary",21483669,Cara,Tipperary County Council,Thurles LEA-5,52.72185,-7.92355,Entire home/apt,1457,2,17,2024-03-12,0.23,1,300,1
25971562,Galty Valley Lodge,573816291,Mary,Tipperary County Council,Cahir LEA-4,52.3147668,-8.156631,Entire home/apt,190,3,1,2024-08-05,0.77,1,269,1
25971609,Errigal House Courtyard Studio,266561608,Sharon,Tipperary County Council,Cahir LEA-4,52.3803463,-7.9210478,Entire home/apt,89,2,18,2024-09-10,1.41,2,329,16
25975805,"Mountain View. The Vee, Tipperary",217196494,Kealey,Tipperary County Council,Cahir LEA-4,52.25621,-7.92137,Entire home/apt,152,1,150,2024-09-08,2.95,1,38,53
25976181,Katie's View,293577491,Richard,Tipperary County Council,Cahir LEA-4,52.34856,-7.91654,Entire home/apt,110,2,27,2024-09-04,0.83,1,340,7
25977737,A Rustic Retreat with Country Charm/Scenic views,127812400,Anne,Tipperary County Council,Cahir LEA-4,52.28379,-7.86191,Entire home/apt,81,2,443,2024-08-31,5.11,1,326,68
25977902,Fishermans country retreat,272959611,Shaun,Tipperary County Council,Cahir LEA-4,52.31921,-7.79436,Entire home/apt,100,2,38,2024-08-25,0.61,1,252,7
25979149,Alice’s Farmhouse hosted by Tom and Dee,387228700,Thomas,Tipperary County Council,Cahir LEA-4,52.28307,-8.1014,Entire home/apt,126,2,131,2024-09-01,3.35,1,346,47
25993428,Cahir New Luxury 2 bed cottage💥100m2💥,447098816,Brendan,Tipperary County Council,Cahir LEA-4,52.35475,-7.95883,Entire home/apt,165,2,73,2024-09-10,2.53,1,346,31
25995237,Beautiful 2 Bed Holiday Farmhouse,10908265,Pat,Tipperary County Council,Cahir LEA-4,52.32486,-7.9789,Entire home/apt,90,1,988,2024-09-11,7.76,1,302,180
25997768,Cahir Cosy Cottage,165666580,Alison,Tipperary County Council,Cahir LEA-4,52.37036025,-7.923740968,Entire home/apt,140,2,23,2024-09-04,2.88,1,300,23
25998051,Errigal House Courtyard Suite,266561608,Sharon,Tipperary County Council,Cahir LEA-4,52.38057827,-7.920427148,Entire home/apt,88,2,21,2024-08-15,1.64,2,246,19
26005716,Mary-Kate’s Farmhouse - Boolakennedy Farm Cottages,183863521,Paul,Tipperary County Council,Cahir LEA-4,52.33558,-8.05463,Entire home/apt,242,3,33,2024-08-26,0.44,2,341,9
26022645,Tranquil rural location,465059166,Josephine,Tipperary County Council,Cahir LEA-4,52.27071208,-7.767931477,Private room,80,1,19,2024-08-18,0.71,2,22,6
26026641,Garden Cottage,520859849,Mary,Tipperary County Council,Cahir LEA-4,52.30323081,-7.880492788,Entire home/apt,96,1,43,2024-09-09,3.09,1,216,28
26032264,A countryside retreat with views,593561906,Linda,Tipperary County Council,Cahir LEA-4,52.36827,-7.93274,Entire home/apt,92,3,3,2024-09-05,2.57,1,276,3
26037596,Bet’s Pad,577712477,Mary,Tipperary County Council,Cahir LEA-4,52.31147794,-8.153351471,Entire home/apt,120,1,2,2024-08-25,1.76,1,364,2
26048227,Teachín na Siúire,539661974,Sean & Paula,Tipperary County Council,Cahir LEA-4,52.36709,-7.88872,Entire home/apt,160,3,4,2024-07-22,0.41,1,356,4
26050431,Tarside Cottage a home with a view.,358827036,Colette,Tipperary County Council,Cahir LEA-4,52.268,-7.87782,Entire home/apt,150,2,5,2020-09-20,0.1,1,131,0
26052137,Suir Valley Cottage.,435562108,Tomás,Tipperary County Council,Cahir LEA-4,52.30051,-7.80226,Entire home/apt,175,2,50,2024-08-21,1.87,1,35,20
26052704,John’s Dairy - Boolakennedy Farm Cottages,183863521,Paul,Tipperary County Council,Cahir LEA-4,52.33522,-8.05503,Entire home/apt,190,3,19,2024-09-09,0.26,2,349,10
26058375,Cosy Rural Cottage in South Tipperary,39800983,Marie & Brendan,Tipperary County Council,Cahir LEA-4,52.35668,-7.83419,Entire home/apt,99,2,90,2024-08-26,2.36,1,142,18
26063509,Willow lodge,516683473,Michelle,Tipperary County Council,Cahir LEA-4,52.27072,-7.91137,Entire home/apt,155,2,22,2024-09-08,1.46,1,348,16
26066916,Scenic country house in a rural location,465059166,Josephine,Tipperary County Council,Cahir LEA-4,52.269673,-7.767645,Private room,159,1,22,2024-08-18,0.83,2,20,3
26072121,Garden Holiday Cottage,98759090,Trident Holiday Homes,Tipperary County Council,Cahir LEA-4,52.27579,-7.9943,Entire home/apt,75,1,6,2024-06-05,0.21,156,242,3
26081323,Daly’s Place Ballyporeen,445081017,Joanie & Thomas,Tipperary County Council,Cahir LEA-4,52.26916,-8.10115,Entire home/apt,145,1,6,2024-08-01,0.2,2,315,1
26083166,Millpark House,71706958,Sorrel,Tipperary County Council,Roscrea-Templemore LEA-4,52.9707126,-7.822291441,Private room,110,1,3,2024-09-06,3,4,255,3
26092405,Cosy Traditional Ivy Farm Cottage,4113709,Derry,Tipperary County Council,Roscrea-Templemore LEA-4,52.76254,-7.95258,Entire home/apt,85,2,102,2024-09-08,0.76,5,209,14
26099334,Idyllic c19th cottage in the heart of Ireland,127826304,Mary & Gordon,Tipperary County Council,Roscrea-Templemore LEA-4,52.77533,-8.01855,Entire home/apt,140,5,167,2024-08-25,1.89,1,8,12
26100120,Accommodation in Moneygall,140208317,Mary,Tipperary County Council,Roscrea-Templemore LEA-4,52.8831,-7.94733,Entire home/apt,76,1,268,2024-08-31,3.64,1,181,48
26118026,The Lady's Bower Hut+ hot tub,61806500,Tommy,Tipperary County Council,Roscrea-Templemore LEA-4,52.94940034,-7.837081692,Entire home/apt,90,2,20,2024-09-08,1.83,1,236,20
26118418,"Orange Hill Forestry View, Roscrea (sleeps 10)",181662353,Marie,Tipperary County Council,Roscrea-Templemore LEA-4,52.97672,-7.80539,Entire home/apt,236,2,103,2024-08-18,1.31,1,322,16
26119592,Rose Cottage Country Studio,73935983,Deborah And John,Tipperary County Council,Roscrea-Templemore LEA-4,52.84849,-7.93889,Entire home/apt,76,1,212,2024-09-08,4.33,1,256,59
26121907,"Grooms Cottage, near Cashel, Co Tipperary",102855845,Marianne,Tipperary County Council,Cashel-Tipperary LEA-7,52.48982,-8.05159,Entire home/apt,110,3,60,2023-08-10,0.64,3,220,0
26127067,Peaceful stay in heart of Cashel,199900505,Caroline,Tipperary County Council,Cashel-Tipperary LEA-7,52.5160716,-7.8878384,Private room,140,1,6,2024-08-27,1.61,8,269,6
26131644,BRAND NEW Luxury villa with spectacular views.,33723959,Justin,Tipperary County Council,Cashel-Tipperary LEA-7,52.5127751,-7.894885093,Entire home/apt,409,1,4,2024-08-08,1.22,4,337,4
26132100,"Keavy Cottage, Tipperary Country Cottages, Cashel",102855845,Marianne,Tipperary County Council,Cashel-Tipperary LEA-7,52.49134,-8.05165,Entire home/apt,295,2,19,2023-08-09,0.26,3,364,0
26145153,Deerpark luxury 3 bed retreat,33723959,Justin,Tipperary County Council,Cashel-Tipperary LEA-7,52.51269389,-7.895047031,Entire home/apt,223,1,5,2024-08-25,1.28,4,347,5
26154956,8 BR House is all yours to enjoy,309472097,Daisy,Tipperary County Council,Cashel-Tipperary LEA-7,52.54919,-8.03952,Entire home/apt,650,2,71,2024-09-08,1.37,1,339,21
26155342,Castle View Cottage,77518659,Alison,Tipperary County Council,Cashel-Tipperary LEA-7,52.50973976,-8.045399327,Entire home/apt,160,2,73,2024-09-09,6.87,2,333,73
26156840,Modern Apartment in Cashel,564420003,Darren,Tipperary County Council,Cashel-Tipperary LEA-7,52.50765296,-7.894031271,Entire home/apt,116,1,3,2024-09-07,3,2,327,3
26157649,Unique Tourist experience. Location 2min to Rock.,87750533,Seamus,Tipperary County Council,Cashel-Tipperary LEA-7,52.51801,-7.88882,Entire home/apt,216,2,111,2024-09-01,1.7,1,237,24
26159634,Spacious one bedroom apartment in town centre,157778609,Julian,Tipperary County Council,Cashel-Tipperary LEA-7,52.51771,-7.88685,Entire home/apt,95,2,78,2024-08-30,3.05,1,20,21
26173378,Double Room Birdhill House and Gardens,321198664,Yvonne,Tipperary County Council,Clonmel LEA-6,52.34835,-7.73081,Private room,129,1,8,2022-09-27,0.26,6,252,0
26178817,Self catering cottage(entire cottage),422274509,Bernadettte,Tipperary County Council,Clonmel LEA-6,52.39576066,-7.560740826,Entire home/apt,140,4,2,2024-08-05,0.4,1,181,2
26179517,Master Bedroom Birdhill House and Gardens,321198664,Yvonne,Tipperary County Council,Clonmel LEA-6,52.34946,-7.72932,Private room,175,1,31,2022-10-31,0.85,6,254,0
26190747,Bungalow in Clerihan,79620640,Maria,Tipperary County Council,Clonmel LEA-6,52.40820691,-7.759606429,Entire home/apt,110,1,12,2024-08-27,2.75,1,243,12
26196535,Beautiful Farmhouse an Hour From Four Cities,90181870,Nicholas,Tipperary County Council,Clonmel LEA-6,52.42331,-7.79222,Entire home/apt,170,1,27,2024-08-23,1.49,2,71,15
26197234,Wildflower Cottage,90181870,Nicholas,Tipperary County Council,Clonmel LEA-6,52.42401897,-7.791633122,Entire home/apt,75,2,23,2024-07-15,1.27,2,43,9
26209248,Large 4 bed-house - A home away from home,23071494,Nollaig,Tipperary County Council,Clonmel LEA-6,52.36042,-7.73127,Entire home/apt,165,2,131,2024-08-18,1.33,4,321,22
26217741,West Wing Birdhill House and Gardens,321198664,Yvonne,Tipperary County Council,Clonmel LEA-6,52.34828,-7.73184,Entire home/apt,600,1,49,2022-07-10,0.98,6,159,0
